은행,상품종류,상품이름,조항,조항이름,조항내용
KB_bank,대출,KB골든라이프 주택연금론용 추가약정서,전문,,"추 가 약 정 서
(KB골든라이프 주택연금론용)
주식회사 국민은행 앞 년 월 일
년 월 일자 대출거래약정서(Ⅰ)(이하 ""본 약정""이라 함)에 추가하여 다
음과 같이 확약합니다."
KB_bank,대출,KB골든라이프 주택연금론용 추가약정서,1,대출금의 범위,"본 약정 제 1 조 제 3 항에 의해 본인이 부담하는 대출금액은 다음 각항의 대출금을 합한
금액으로 합니다.
① 본인에게 매월 연금방식으로 지급하는 대출금(이하 ‘월지급금’ 이라 함)
② 본인의 청구에 의하여 은행에서 별도로 정한방식에 따라 특별지급하는 대출금(이하
‘개별인출금’ 이라 함)
③ 제 1 호 내지 제 2 호의 대출금 잔액에 대하여 약정한 이자율을 적용하여 산출한 이자
금액에 해당하는 대출금"
KB_bank,대출,KB골든라이프 주택연금론용 추가약정서,2,대출실행방법,"본 약정 제1조 제11항에 추가하여 다음에서 정한 방법에 따라 본인에게 매월 연금방식으
로 대출금을 분할 실행합니다. 다만, 분할실행 기간 중 대출금을 전액 상환하는 경우에는
향후 분할실행 예정금액에 대한 분할실행이 중단됩니다.
① 은행은 다음 조건에 따라 대출금을 실행하고, 제1조 제1항 내지 제2항의 대출금은
아래의 본인명의 은행예금 계좌에 입금하기로 합니다.
- 대출금수령 계좌번호 : (예금주 : )
② 최초 월지급금은 대출금의 지급을 신청한 당해월에 지급신청일자에 지급하기로 합니
다.
③ 대출금 지급일이 은행휴무일(법정공휴일, 근로자의 날, 토요일 등)인 경우에는 다음
영업일에 지급하기로 합니다.
④ 제2조 제7항 및 제4조에서 정한 어느 하나의 사유발생에 따른 대출금실행(대출금지
급) 정지 후 해당 지급정지사유가 해소된 경우 지급정지 기간중 지급되지 아니한 제
1조의 제1항의 대출금에 한하여 일시 지급할 수 있습니다.
⑤ 제1항의 개별인출금은 은행에서 별도로 정한 방식과 지급시기에 따릅니다.
⑥ 대출기간중 개별인출금을 신청할 경우에는 대출이자의 증가로 인하여 제1호에서 정
한 월지급금이 변동될 수 있으며, 개별인출금으로 지급신청한 월지급금의 배수기간만
큼 분할대출 지급기간이 단축 됩니다.
⑦ 월지급금 및 개별인출금은 연간(1.1~12.31) 1 억원 이내에서 지급 가능합니다."
KB_bank,대출,KB골든라이프 주택연금론용 추가약정서,3,이자의 계산 및 납입방법,"① 본 약정 제1조 제13항의 대출이자는 매월 후불로 하되, 월지급금 지급일자에 대출잔
액에 가산합니다. 다만, 대출만료일이 경과하거나 대출금액을 초과할 경우에는 대출잔
액에 가산되지 않으며 직접 납입하셔야 합니다.
② 월지급금 지급기간 중에는 대출이자를 직접 은행창구, 자동화기기 또는 전자금융매체
를 통하여 계좌입금을 할 수 없기로 합니다."
KB_bank,대출,KB골든라이프 주택연금론용 추가약정서,4,월지급금의 재산정 및 대출금 지급의 조기만료,"① 월지급금은 대출금리 및 주택가격의 변동에 따라 대출취급일로부터 매 5년 마다 재산
정하여 감액될 수도 있습니다. 또한, 주택가격의 상승 등에 따른 월지급금의 증액은 본
인의 별도 신청에 따라 처리하기로 합니다.
② 이 대출을 받고 본인에게 다음 각 호의 사유 중 하나라도 발생한 경우 본 약정 제1조
제6항의 대출만료일에 불구하고 은행이 각 호의 사유를 인지하는 시점에 제2조의 대
출금 지급이 조기에 종료되며 이를 즉시 서면으로 통지합니다.
1. 본인이 사망한 사실을 은행이 인지한 경우
2. 본인이 담보주택의 소유권을 상실한 사실을 은행이 인지한 경우
3. 본인이 사망한 후 배우자가 단독으로 6월 이내에 담보주택의 소유권이전등기 및 본
대출의 채무인수를 마치지 아니한 경우
4. 개별인출금 신청 등에 따라 대출잔액이 당초대출신청금액을 초과할 것으로 예상되는
경우
5. 은행여신거래기본약관(가계용) 제7조(기한전 채무변제의무)의 사항이 발생한 경우"
KB_bank,대출,KB골든라이프 주택연금론용 추가약정서,5,대출금 상환,"① 제4조에서 정한 사유 발생으로 은행의 대출금 상환청구가 있는 경우 대출만료일에 불
구하고 즉시 대출금 전액을 상환하기로 합니다. 다만, 대출금 전액을 상환할 때까지는
제3조 제1항에 따라 이자를 납입합니다.
② 대출금의 일부를 대출기간 중에 상환하는 경우 대출금 잔액 감소 등의 사유로 이미 결
정된 제 2 조의 월지급금 및 개별인출한도의 증액 또는 재산정을 않기로 합니다. 다만,
대출취급일로부터 매 5 년 마다 월지급금을 재산정시 주택가격의 상승 등에 따른 월지
급금의증액은 별도 신청할 수 있습니다."
KB_bank,대출,고액 신용대출의 사후 용도관리 강화 관련 추가약정용 추가약정서,전문,,"동 약관은 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다.
추가 약정서
(고액 신용대출의 사후 용도관리 강화 관련 추가약정용)
주식회사 국민은행 앞 20 년 월 일
채 무 자 : (인)
주 소 :
채무자는 주식회사 국민은행(이하 “은행”이라 합니다.)과 약정한 20 년 월 일자
대출거래약정서(가계용)에 추가하여 다음과 같이 약정합니다."
KB_bank,대출,고액 신용대출의 사후 용도관리 강화 관련 추가약정용 추가약정서,1,목적,"이 약정서는 신규로 1억원을 초과하여 신용대출을 받거나, 추가로 신용대출을
받아 신용대출 잔액주)(全금융기관 합계)이 1억원을 초과하는 차주에 대해 대출거래를 하
기 위한 약정입니다.
주) 한도대출의 경우에는 실제로 사용한 금액이 아니라 금융기관과 약정 당시 설정한 한도금액을 대출
총액으로 간주"
KB_bank,대출,고액 신용대출의 사후 용도관리 강화 관련 추가약정용 추가약정서,2,주택 추가 구입 금지의무,"채무자는 본 대출 실행일부터 1년 또는 대출 전액 상환
시기 중 빠른 일자까지 투기지역·투기과열지구·조정대상지역 내 주택(분양권 및 조합원
입주권 등 포함)을 구입주)하지 않기로 합니다.
주) 매매, 증여, 신축 등에 따른 소유권 취득. 다만 상속에 의한 취득은 제외"
KB_bank,대출,고액 신용대출의 사후 용도관리 강화 관련 추가약정용 추가약정서,3,기한전의 채무변제의무,"제2조를 위반한 경우에는 은행여신거래기본약관(가계용)
제 7조 제 4항 제 2호에 의하여 본 대출의 기한의 이익은 상실하게 되고, 그에 따라
본 대출을 변제할 의무를 집니다."
KB_bank,대출,고액신용대출의사후용도관리강화관련추가약정용 추가약정서,전문,,"동 약관은 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다.
추가 약정서
(고액 신용대출의 사후 용도관리 강화 관련 추가약정용)
주식회사 국민은행 앞 20 년 월 일
채 무 자 : (인)
주 소 :
채무자는 주식회사 국민은행(이하 “은행”이라 합니다.)과 약정한 20 년 월 일자
대출거래약정서(가계용)에 추가하여 다음과 같이 약정합니다."
KB_bank,대출,고액신용대출의사후용도관리강화관련추가약정용 추가약정서,1,목적,"이 약정서는 신규로 1억원을 초과하여 신용대출을 받거나, 추가로 신용대출을
받아 신용대출 잔액주)(全금융기관 합계)이 1억원을 초과하는 차주에 대해 대출거래를 하
기 위한 약정입니다.
주) 한도대출의 경우에는 실제로 사용한 금액이 아니라 금융기관과 약정 당시 설정한 한도금액을 대출
총액으로 간주"
KB_bank,대출,고액신용대출의사후용도관리강화관련추가약정용 추가약정서,2,주택 추가 구입 금지의무,"채무자는 본 대출 실행일부터 1년 또는 대출 전액 상환
시기 중 빠른 일자까지 투기지역·투기과열지구·조정대상지역 내 주택(분양권 및 조합원
입주권 등 포함)을 구입주)하지 않기로 합니다.
주) 매매, 증여, 신축 등에 따른 소유권 취득. 다만 상속에 의한 취득은 제외"
KB_bank,대출,고액신용대출의사후용도관리강화관련추가약정용 추가약정서,3,기한전의 채무변제의무,"제2조를 위반한 경우에는 은행여신거래기본약관(가계용)
제 7조 제 4항 제 2호에 의하여 본 대출의 기한의 이익은 상실하게 되고, 그에 따라
본 대출을 변제할 의무를 집니다."
KB_bank,대출,공유형모기지대출 추가약정서,전문,,"은행은 채무자 및 담보제공자에게 이 약정서상의 중요한 내용을 설명하여야 하며, 은행여신거래
기본약관 및 이 약정서의 1부를 교부하여야 합니다.
주식회사 국민은행 (주택도시기금 업무수탁은행) 앞 20 년 월 일
채 무 자 (인)
주 소
담보제공자 (인)
주 소
본인은 국토교통부 기금운용계획에 따라 주택도시기금으로 지원되는 수익공유형 및 손익공유형 모기지
대출 중 모기지 대출을 받기 위하여 국민은행과 체결한 년 월 일자
대출거래약정서(주택도시기금대출:가계용) 및 은행여신거래기본약관(가계용)에 추가하여 다음 각 사항을
약정하기로 합니다.
■ 용어의 정의"
KB_bank,대출,공유형모기지대출 추가약정서,1,처분손익 또는 평가손익,"① 주택 매입가격은 대출받은 자가 매입시 매매계약서에 기재한 가격을, 주택 매각가격은 대출
받은 자가 매각시 매매계약서에 기재한 가격을 말합니다.
② 시세조사가격은 한국부동산원이 조사한 주택가격을, 시세감정가격은 국토교통부장관이 지정한
감정평가기관(“이하 감정평가기관)이 시세감정한 주택가격을 말합니다.
③ 처분손익이란 매각가격에서 매입가격을 차감한 금액을 말합니다. 다만, 매각가격을 미통보한
경우 제 7 조에 따라 처분손익을 산정하고, 주택매각가격을 감정평가기관의 시세감정가격 보다
5%(3 억원 이하 주택의 경우) 또는 15 백만원(3 억원 초과 주택의 경우) 이상 적게 신고할
경우에는 제 8 조에 따라 처분손익을 산정합니다.
④ 평가손익이란 주택을 매각하지 않고(상속 및 증여를 포함), 만기 또는 조기에 대출금을 전액
상환하는 경우 주택의 시세감정가격에서 매입가격을 차감한 금액을 말합니다.
⑤ 재개발·재건축 등의 사유로 해당 주택이 멸실되는 경우와 리모델링으로 인해 중도상환하는
경우에는「도시 및 주거환경정비법」 제 48 조 제⑤항 제 1 호에 의한 ""종전 토지 및 건축물의
가격""에서 매입가격을 차감한 금액을 평가손익으로 합니다.
⑥ 법적절차에 의한 경우에는 낙찰가격에서 매입가격을 차감한 금액을 처분손익으로 합니다.
⑦ 처분손익(평가손익)은 소유권 이전과 관련된 제반 비용, 주택 수리비용 등은 감안하지 않기로 합니다.
⑧ 처분손익은 주택매각에 따른 대출금 상환시(대출개시 3 년 초과) 양도소득세를 반영하지
아니하고 정산하며, 향후 양도소득세 납부내역을 제출하는 경우 양도소득세를 반영한 세후
이익을 기준으로 재정산하여 환출하기로 합니다. (다주택으로 인하여 양도소득세가 발생된 경우 제외)
112654 (2022.06.15)
■ 수익공유형 모기지대출"
KB_bank,대출,공유형모기지대출 추가약정서,2,처분손익 또는 평가손익의 정산,"① 채무자가 주택을 매각, 대출만기 또는 중도상환하는 경우에는 약정에 의한 처분손익(평가손익)을
대출금 상환시에 대출금원리금에 추가하여 국민은행(주택도시기금 업무수탁은행)에 지급하기로
합니다. 단, 손실이 발생한 경우에는 제외합니다.
② 상기 제①항에 따라 처분손익(평가손익)을 정산하는 경우에는 대출금 상환시 또는 대출만기시 대출
기간 중 원금 기준 평균잔액을 계산하고, 매입가격 대비 대출기간 중 원금기준 평균잔액 비율을
계산하여 처분손익(평가손익)에 그 해당 비율만큼을 지급하기로 합니다. 다만, 3년 이내에 일부를
중도상환하는 경우에는 대출 실행금액에서 해당 중도상환금을 차감하여 평균잔액을 계산합니다.
처분손익(평가손익)의 정산은 대출기간 중 원금기준 평균잔액에 연 3.5% 수익률을 적용한 금액을
최대한도로 합니다.
③ 대출개시일로 부터 3 년 이내 상환하는 경우에는 정산하지 않습니다."
KB_bank,대출,공유형모기지대출 추가약정서,3,조기상환수수료,"① 채무자가 대출개시일로 부터 3 년 이내에 주택을 매각 또는 상환하는 경우에는 추가약정서
제 2 조에 추가하여 조기상환수수료를 지급하기로 합니다.
- 3년 이내 조기상환시 연 ( )%
- 조기상환수수료 = 대출금액 × 조기상환수수료율 × 경과기간(대출취급일∼상환일전일) / 365 (윤년366)
② 3 년 경과 후 상환하는 경우 조기상환수수료는 없습니다.
■ 손익공유형 모기지대출"
KB_bank,대출,공유형모기지대출 추가약정서,4,처분손익 또는 평가손익의 정산,"① 채무자가 주택을 매각, 대출만기 또는 중도상환하는 경우에는 약정에 의한 처분손익(평가손익)을
대출금 상환시에 국민은행(주택도시기금 업무수탁은행)과 정산하기로 합니다. 정산은 대출비율
(대출금액 / 주택매입가격)을 기준으로 하며, 처분손익의 대출비율 상당액은 국민은행(주택
도시기금 업무수탁은행)에 귀속됩니다.
② 상기 ①항에 따라 처분이익이 발생할 경우에는 대출금 상환시에 대출 원리금에 추가하여 고객이
지급하며, 처분손실이 발생할 경우에는 대출금 상환시에 원리금 납부금액에서 공제하고 정산합니다.
③ 대출개시일로 부터 3 년 이내 상환하는 경우에는 정산하지 않습니다."
KB_bank,대출,공유형모기지대출 추가약정서,5,조기상환수수료,"① 채무자가 대출개시일로 부터 3 년 이내에 주택을 매각 또는 상환하는 경우에는 추가약정서
제 4 조에 추가하여 조기상환수수료를 지급하기로 합니다.
- 3년 이내 조기상환시 연 ( )%
- 조기상환수수료 = 대출금액 × 조기상환수수료율 × 경과기간(대출취급일∼상환일전일) / 365 (윤년366)
② 3 년 경과 후 상환하는 경우 조기상환수수료는 없습니다.
■ 공통사항"
KB_bank,대출,공유형모기지대출 추가약정서,6,처분손익 또는 평가손익의 확정시기,"처분손익(평가손익)은 주택매각시에, 매각없이 대출금을 중도상환할 경우에는 상환시에, 대출금
만기가 도래할 경우에는 만기시에 확정하기로 합니다. 다만, 실거래가 신고의무를 위반한 경우
에는 제 8 조에 따라, 만기가 도래하지 않고 법적절차에 의한 회수시에는 제 1 조 제⑥항에 따라
처분손익을 확정합니다.
112654 (2022.06.15)"
KB_bank,대출,공유형모기지대출 추가약정서,7,주택 매각 계획 통보 의무,"① 매각 및 기타의 사유로 소유권을 이전하는 경우에는 소유권 이전등기 1 개월 전까지 매각 예정일자,
예정매각가격 등 소유권 이전과 관련된 ""매각계획서""를 은행에 제출하여야 합니다.
② ""매각계획서""를 제출하지 않는 경우에는 감정평가기관의 시세감정가격에서 매입가격을 차감한
금액을 처분손익으로 합니다. 단, 통보없이 매각하더라도 실거래가(매각가격)가격이 감정평가
기관의 시세감정가격 보다 높은 경우에는 매각가격에서 매입가격을 차감한 금액을 처분손익으로
합니다.
③ 고객이 제 2 조제 2 항에 따라 처분(평가)손익을 최대한도로 정산 요청하는 경우에는 제 1 항과
제 2 항을 적용하지 않습니다."
KB_bank,대출,공유형모기지대출 추가약정서,8,매각가격의 검증,"① 은행은 ""매각계획서""가 접수되면 감정평가기관에 해당 주택에 대해 시세감정을 의뢰하고,
감정평가기관의 시세감정가격을 고객에게 통보하기로 합니다.
② 매각계획서상 예정가격이 시세감정가격보다 5%(3 억원 이하 주택의 경우) 또는 15 백만원(3 억원
초과 주택의 경우) 이상 적게 신고된 경우에는 부동산중개업자가 서명한 실거래가 확인서를
은행이 요구할 수 있습니다.
③ 대출받은 자는 주택을 매각시 매매계약서를 제출하고, 매각가격이 시세감정가격보다 5%(3 억원
이하 주택의 경우) 또는 15 백만원(3 억원 초과 주택의 경우) 이상 적게 기재된 경우 은행은
매각가격을 검증 합니다.
④ 은행은 매각가격 검증 결과 실거래가 신고의무 위반사항이 적발되면 시세감정가격에서 매입
금액을 차감한 차액을 최종 처분손익으로 확정합니다.
⑤ 고객이 제 2 조제 2 항에 따라 처분(평가)손익을 최대한도로 정산 요청하는 경우에는 제 1 항
내지 제 4 항에도 불구하고 감정평가기관의 시세감정 및 은행의 매각가격 검증을 생략합니다."
KB_bank,대출,공유형모기지대출 추가약정서,9,우선매수청구권,"① 고객이 제출한 ""매각계획서""의 예정매각가격이 감정평가기관의 시세감정가격보다 10% 이상
낮을 경우에는 주택도시기금, LH 또는 주택도시보증공사는 고객에게 매각예정일 2 주 전까지
""우선매수청구권"" 행사 여부를 통지하고, 고객이 제출한 예정매각가격으로 해당 주택에
대한 ""우선매수청구권""을 행사할 수 있습니다.
다만, 고객이 제 8 조제 5 항에 따라 처분손익을 최대한도로 정산 요청하는 경우 우선매수청구
권을 행사하지 않습니다.
② ""우선매수청구권"" 행사 통지에도 불구하고, 당해 주택을 제 3 자에게 매각한 경우에는 매각
가격이 아닌 감정평가기관의 시세감정가액으로 처분손익을 산정합니다."
KB_bank,대출,공유형모기지대출 추가약정서,10,임의 처분 금지 사항,"은행의 동의없이 주택을 처분하거나, 주택을 처분 후 본건 대출을 상환하지 않는 경우 기한이익을
상실 하기로 하며, 위 사항을 위반할 경우 민·형사상의 불이익을 받을 수 있습니다.
112654 (2022.06.15)
■ 은행여신거래기본약관(가계용) 특약 사항"
KB_bank,대출,공유형모기지대출 추가약정서,11,비용의 부담,"은행여신거래기본약관 제 4 조에도 불구하고 한국부동산원의 시세조사비용 및 감정평가기관의 시세
감정비용은 대출 취급시 또는 만기상환시에는 은행이 부담하며, 대출개시일 이후 주택을 매각
하거나 대출금을 중도에 상환하는 경우의 시세감정비용은 채무자가 부담하기로 합니다."
KB_bank,대출,공유형모기지대출 추가약정서,12,대출금 기한전 상환,"은행여신거래기본약관 제 9 조에도 불구하고 대출금의 일부 상환은 실행일로부터 3 년 이내에서
최초 취급된 대출금액의 최대 50%까지 백만원 단위로 가능하며, 전액을 상환하는 경우에는 7 영업일
전까지 은행에 통보하여야 합니다."
KB_bank,대출,공유형모기지대출 추가약정서,13,기한이익 상실,"고객이 처분손익(평가손익)을 정산하지 않는 경우에는 은행여신거래기본약관 제 7 조 제④항에
따라 은행은 처분손익(평가손익)의 정산을 서면으로 독촉하고, 그 통지의 도달일부터 10 일 이상으로
은행이 정한 기간이 경과하면 채무자는 은행에 대해 당해 채무 전부의 기한이익을 상실하여,
곧 이를 갚아야 할 의무를 집니다."
KB_bank,대출,공유형모기지대출 추가약정서,14,변제 · 일부 상계와 충당,"채무자가 변제하거나 은행이 은행여신거래기본약관 제 10 조에 의한 상계를 할 경우에는 은행여
신거래기본약관 제 13 조 제①항에도 불구하고 채무변제의 순서는 비용, 이자, 조기상환수수료,
원금, 처분손익의 순서로 충당하기로 합니다. 그러나 은행은 채무자에게 불리하지 않은 범위내
에서 충당순서를 달리 할 수 있습니다."
KB_bank,대출,공유형모기지대출 추가약정서,15,기타,"상기 약정에서 특별히 정하지 않은 사항은 국토교통부의 「주택도시기금 운용 및 관리규정」, 「기금
운용계획」에 따르기로 합니다."
KB_bank,대출,공유형모기지대출 추가약정서,16,기타 특약 사항,112654 (2022.06.15)
KB_bank,대출,내맘대로 마이너스 한도 증 감액용 추가약정서,전문,,"추 가 약 정 서
(내맘대로통장자동대출 약정한도 증/감액용)
주식회사 국민은행 앞 20 년 월 일"
KB_bank,대출,내맘대로 마이너스 한도 증 감액용 추가약정서,1,용어의 정의,"① “한도소진율”이란 매월 금리산출일 기준 직전 1개월간의 한도약정금액 대비 월평균 대출금사용금액 비율[(매일 대출사용금액÷대출
약정금액)주1)합 ÷ 금리산출일 기준 직전 1개월간 일수”로 계산하며, 소수점 첫째자리에서 절사]을 말하며, 한도소진율은 매월
산정합니다.
② “당초 한도약정금액”이란 한도거래방식 대출한도를 채무자와 은행이 약정한 금액(단, 한도약정 기한연장시 신용평가 결과에 따라
약정한도감액(대출금 상환금액)이 발생하는 경우에는 한도감액 후 한도 약정금액)을 말합니다."
KB_bank,대출,내맘대로 마이너스 한도 증 감액용 추가약정서,2,한도감액에 관한 사항,"① 한도약정일로부터 3개월 이후 매월 금리재산정일 기준 직전 1개월간 한도소진율이 50% 미만인 경우에는 매월 당초 한도 약정
금액의 10%씩 십만원 단위(십만원 미만은 절사)로 최대 50%까지 자동감액 합니다. 다만, 다음 각 1에 해당하는 경우에는 자동
감액이 적용되지 않습니다.
1. 금리재산정일 현재 한도약정금액이 당초 한도약정금액 대비 50% 이하인 경우
2. 금리재산정일 직전 월 평균 한도소진율이 50% 미만이나, 금리재산정일 현재 약정한도의 70% 이상 대출을 사용 중인 경우
② 채무자는 영업점 또는 비대면 채널(인터넷, 모바일 뱅킹)을 이용하여 자동감액과 별도로 자유롭게 약정한도(십만원 단위)를 감액
할 수 있습니다."
KB_bank,대출,내맘대로 마이너스 한도 증 감액용 추가약정서,3,한도증액에 관한 사항,"① 채무자는 당초 한도 약정금액 범위 내에서 영업점 또는 비대면 채널(인터넷, 모바일 뱅킹)을 이용하여 약정한도를 증액할 수 있습니다.
다만, 아래의 각 1에 해당하는 경우에는 약정한도 증액이 제한됩니다.
1. 당행 여신이 연체 중인 경우 (KB카드, 보증채무, 외환 포함)
2. 법원으로부터 파산면책 또는 개인회생절차의 변제계획인가 결정을 받은 경우 및 개인 신용회복제도 신청자 또는 확정자인 경우
3. 당행에 상각(매각) 채권 또는 채무감면 사실이 있는 경우(KB카드 포함)
4. 신용정보집중기관 또는 신용정보회사에 연체정보가 등록된 경우
② 신용대출 상품별 한도증액 가능금액 산출기준은 다음과 같으며 한도감액 이후 한도증액 신청시점에 당행 및 다른 금융기관의 신용
대출이 증가한 경우에는 한도증액이 제한될 수 있습니다.
주 1. 한도약정금액은 일중(00:00 ~24:00) 최저 약정금액으로 하고, 매일의 한도소진율은 100%를 초과할 수 없음.
2. 무궁화신용대출, 선생님든든신용대출, 군인든든신용대출, 닥터론, 로이어론, 에이스전문직무보증대출, STAR CLUB신용대출, 내맘대로마이너스통장 등
3. 직장인든든신용대출, 급여이체신용대출, 가맹점대표신용대출, 사업자가계행복대출, 4대연금신용대출, 평생파트너신용대출, 금융전문인우대대출,
WISE직장인대출, 스마트직장인대출, 리더스 신용대출, 국민행복신용대출, 신용테크론 등"
KB_bank,대출,내맘대로 마이너스 한도 증 감액용 추가약정서,4,기한연장에 관한 사항,"① 기한연장의 경우, 기한연장 신청시점의 약정한도로 기한연장 하기로 합니다. 증액요청시 제3조와 같이 약정한도를 증액 할 수
있고, 이때 증액은 당초 한도약정금액(단, 한도약정 기한연장 신용평가 결과에 따라 약정한도감액(대출금 상환금액)이 발생하는
경우에는 한도감액 후 약정금액)까지 가능합니다.
② 1항에도 불구하고, 신용평가 결과에 따라 약정한도 감액대상에 해당하는 경우에는 당초 대출약정금액을 기준으로 감액하기로 합니다"
KB_bank,대출,내맘대로 통장자동대출 약정한도 증 감액용 추가약정서,전문,,"추 가 약 정 서
(내맘대로통장자동대출 약정한도 증/감액용)
주식회사 국민은행 앞 20 년 월 일"
KB_bank,대출,내맘대로 통장자동대출 약정한도 증 감액용 추가약정서,1,용어의 정의,"① “한도소진율”이란 매월 금리산출일 기준 직전 1개월간의 한도약정금액 대비 월평균 대출금사용금액 비율[(매일 대출사용금액÷대출
약정금액)주1)합 ÷ 금리산출일 기준 직전 1개월간 일수”로 계산하며, 소수점 첫째자리에서 절사]을 말하며, 한도소진율은 매월
산정합니다.
② “당초 한도약정금액”이란 한도거래방식 대출한도를 채무자와 은행이 약정한 금액(단, 한도약정 기한연장시 신용평가 결과에 따라
약정한도감액(대출금 상환금액)이 발생하는 경우에는 한도감액 후 한도 약정금액)을 말합니다."
KB_bank,대출,내맘대로 통장자동대출 약정한도 증 감액용 추가약정서,2,한도감액에 관한 사항,"① 한도약정일로부터 3개월 이후 매월 금리재산정일 기준 직전 1개월간 한도소진율이 50% 미만인 경우에는 매월 당초 한도 약정
금액의 10%씩 십만원 단위(십만원 미만은 절사)로 최대 50%까지 자동감액 합니다. 다만, 다음 각 1에 해당하는 경우에는 자동
감액이 적용되지 않습니다.
1. 금리재산정일 현재 한도약정금액이 당초 한도약정금액 대비 50% 이하인 경우
2. 금리재산정일 직전 월 평균 한도소진율이 50% 미만이나, 금리재산정일 현재 약정한도의 70% 이상 대출을 사용 중인 경우
② 채무자는 영업점 또는 비대면 채널(인터넷, 모바일 뱅킹)을 이용하여 자동감액과 별도로 자유롭게 약정한도(십만원 단위)를 감액
할 수 있습니다."
KB_bank,대출,내맘대로 통장자동대출 약정한도 증 감액용 추가약정서,3,한도증액에 관한 사항,"① 채무자는 당초 한도 약정금액 범위 내에서 영업점 또는 비대면 채널(인터넷, 모바일 뱅킹)을 이용하여 약정한도를 증액할 수 있습니다.
다만, 아래의 각 1에 해당하는 경우에는 약정한도 증액이 제한됩니다.
1. 당행 여신이 연체 중인 경우 (KB카드, 보증채무, 외환 포함)
2. 법원으로부터 파산면책 또는 개인회생절차의 변제계획인가 결정을 받은 경우 및 개인 신용회복제도 신청자 또는 확정자인 경우
3. 당행에 상각(매각) 채권 또는 채무감면 사실이 있는 경우(KB카드 포함)
4. 신용정보집중기관 또는 신용정보회사에 연체정보가 등록된 경우
② 신용대출 상품별 한도증액 가능금액 산출기준은 다음과 같으며 한도감액 이후 한도증액 신청시점에 당행 및 다른 금융기관의 신용
대출이 증가한 경우에는 한도증액이 제한될 수 있습니다.
주 1. 한도약정금액은 일중(00:00 ~24:00) 최저 약정금액으로 하고, 매일의 한도소진율은 100%를 초과할 수 없음.
2. 무궁화신용대출, 선생님든든신용대출, 군인든든신용대출, 닥터론, 로이어론, 에이스전문직무보증대출, STAR CLUB신용대출, 내맘대로마이너스통장 등
3. 직장인든든신용대출, 급여이체신용대출, 가맹점대표신용대출, 사업자가계행복대출, 4대연금신용대출, 평생파트너신용대출, 금융전문인우대대출,
WISE직장인대출, 스마트직장인대출, 리더스 신용대출, 국민행복신용대출, 신용테크론 등"
KB_bank,대출,내맘대로 통장자동대출 약정한도 증 감액용 추가약정서,4,기한연장에 관한 사항,"① 기한연장의 경우, 기한연장 신청시점의 약정한도로 기한연장 하기로 합니다. 증액요청시 제3조와 같이 약정한도를 증액 할 수
있고, 이때 증액은 당초 한도약정금액(단, 한도약정 기한연장 신용평가 결과에 따라 약정한도감액(대출금 상환금액)이 발생하는
경우에는 한도감액 후 약정금액)까지 가능합니다.
② 1항에도 불구하고, 신용평가 결과에 따라 약정한도 감액대상에 해당하는 경우에는 당초 대출약정금액을 기준으로 감액하기로 합니다"
KB_bank,대출,내맘대로 통장자동대출 약정한도 증감액용 추가약정서,전문,,"추 가 약 정 서
(내맘대로통장자동대출 약정한도 증/감액용)
주식회사 국민은행 앞 20 년 월 일"
KB_bank,대출,내맘대로 통장자동대출 약정한도 증감액용 추가약정서,1,용어의 정의,"① “한도소진율”이란 매월 금리산출일 기준 직전 1개월간의 한도약정금액 대비 월평균 대출금사용금액 비율[(매일 대출사용금액÷대출
약정금액)주1)합 ÷ 금리산출일 기준 직전 1개월간 일수”로 계산하며, 소수점 첫째자리에서 절사]을 말하며, 한도소진율은 매월
산정합니다.
② “당초 한도약정금액”이란 한도거래방식 대출한도를 채무자와 은행이 약정한 금액(단, 한도약정 기한연장시 신용평가 결과에 따라
약정한도감액(대출금 상환금액)이 발생하는 경우에는 한도감액 후 한도 약정금액)을 말합니다."
KB_bank,대출,내맘대로 통장자동대출 약정한도 증감액용 추가약정서,2,한도감액에 관한 사항,"① 한도약정일로부터 3개월 이후 매월 금리재산정일 기준 직전 1개월간 한도소진율이 50% 미만인 경우에는 매월 당초 한도 약정
금액의 10%씩 십만원 단위(십만원 미만은 절사)로 최대 50%까지 자동감액 합니다. 다만, 다음 각 1에 해당하는 경우에는 자동
감액이 적용되지 않습니다.
1. 금리재산정일 현재 한도약정금액이 당초 한도약정금액 대비 50% 이하인 경우
2. 금리재산정일 직전 월 평균 한도소진율이 50% 미만이나, 금리재산정일 현재 약정한도의 70% 이상 대출을 사용 중인 경우
② 채무자는 영업점 또는 비대면 채널(인터넷, 모바일 뱅킹)을 이용하여 자동감액과 별도로 자유롭게 약정한도(십만원 단위)를 감액
할 수 있습니다."
